,0,1,2,3,4
101,3.0,23.0,0.0,0.0,0.0
102,3.0,22.0,0.0,0.0,0.0
103,3.0,21.0,0.0,0.0,0.0
104,3.0,20.0,0.0,0.0,0.0
105,3.0,19.0,0.0,0.0,0.0
106,3.0,18.0,0.0,0.0,0.0
107,3.0,17.0,0.0,0.0,0.0
108,3.0,16.0,0.0,0.0,0.0
109,3.0,15.0,0.0,0.0,0.0
110,3.0,14.0,0.0,0.0,0.0
111,3.0,13.0,0.0,0.0,0.0
112,3.0,12.0,0.0,0.0,0.0
113,3.0,11.0,0.0,0.0,0.0
114,3.0,10.0,0.0,0.0,0.0
115,3.0,9.0,0.0,0.0,0.0
116,3.0,8.0,0.0,0.0,0.0
117,3.0,7.0,0.0,0.0,0.0
118,3.0,6.0,0.0,0.0,0.0
119,3.0,5.0,0.0,0.0,0.0
120,3.0,4.0,0.0,0.0,0.0
121,3.0,3.0,0.0,0.0,0.0
122,3.0,2.0,0.0,0.0,0.0
123,3.0,1.0,0.0,0.0,0.0
124,4.0,31.0,0.0,0.0,0.0
125,4.0,30.0,0.0,0.0,0.0
126,4.0,29.0,0.0,0.0,0.0
127,4.0,28.0,0.0,0.0,0.0
128,4.0,27.0,0.0,0.0,0.0
129,4.0,26.0,0.0,0.0,0.0
130,4.0,25.0,0.0,0.0,0.0
131,4.0,24.0,0.0,0.0,0.0
132,4.0,23.0,0.0,0.0,0.0
133,4.0,22.0,0.0,0.0,0.0
134,4.0,21.0,0.0,0.0,0.0
135,4.0,20.0,0.0,0.0,0.0
136,4.0,19.0,0.0,0.0,0.0
137,4.0,18.0,0.0,0.0,0.0
138,4.0,17.0,0.0,0.0,0.0
139,4.0,16.0,0.0,0.0,0.0
140,4.0,15.0,0.0,0.0,0.0
141,4.0,14.0,0.0,0.0,0.0
142,4.0,13.0,0.0,0.0,0.0
143,4.0,12.0,0.0,0.0,0.0
144,4.0,11.0,0.0,0.0,0.0
145,4.0,10.0,0.0,0.0,0.0
146,4.0,9.0,0.0,0.0,0.0
147,4.0,8.0,0.0,0.0,0.0
148,4.0,7.0,0.0,0.0,0.0
149,4.0,6.0,0.0,0.0,0.0
150,4.0,5.0,0.0,0.0,0.0
151,4.0,4.0,0.0,0.0,0.0
152,4.0,3.0,0.0,0.0,0.0
153,4.0,2.0,0.0,0.0,0.0
154,4.0,1.0,0.0,0.0,0.0
155,5.0,31.0,0.0,0.0,0.0
156,5.0,30.0,0.0,0.0,0.0
157,5.0,29.0,0.0,0.0,0.0
158,5.0,28.0,0.0,0.0,0.0
159,5.0,27.0,0.0,0.0,0.0
160,5.0,26.0,0.0,0.0,0.0
161,5.0,25.0,0.0,0.0,0.0
162,5.0,24.0,0.0,0.0,0.0
163,5.0,23.0,0.0,0.0,0.0
164,5.0,22.0,0.0,0.0,0.0
165,5.0,21.0,0.0,0.0,0.0
166,5.0,20.0,0.0,0.0,0.0
167,5.0,19.0,0.0,0.0,0.0
168,5.0,18.0,0.0,0.0,0.0
169,5.0,17.0,0.0,0.0,0.0
170,5.0,16.0,0.0,0.0,0.0
171,5.0,15.0,0.0,0.0,0.0
172,5.0,14.0,0.0,0.0,0.0
173,5.0,13.0,0.0,0.0,0.0
174,5.0,12.0,0.0,0.0,0.0
175,5.0,11.0,0.0,0.0,0.0
176,5.0,10.0,0.0,0.0,0.0
177,5.0,9.0,0.0,0.0,0.0
178,5.0,8.0,0.0,0.0,0.0
179,5.0,7.0,0.0,0.0,0.0
180,5.0,6.0,0.0,0.0,0.0
181,5.0,5.0,0.0,0.0,0.0
182,5.0,4.0,0.0,0.0,0.0
183,5.0,3.0,0.0,0.0,0.0
184,5.0,2.0,0.0,0.0,0.0
185,5.0,1.0,0.0,0.0,0.0
186,6.0,31.0,0.0,0.0,0.0
187,6.0,30.0,0.0,0.0,0.0
188,6.0,29.0,0.0,0.0,0.0
189,6.0,28.0,0.0,0.0,0.0
190,6.0,27.0,0.0,0.0,0.0
191,6.0,26.0,0.0,0.0,0.0
192,6.0,25.0,0.0,0.0,0.0
193,6.0,24.0,0.0,0.0,0.0
194,6.0,23.0,0.0,0.0,0.0
195,6.0,22.0,0.0,0.0,0.0
196,6.0,21.0,0.0,0.0,0.0
197,6.0,20.0,0.0,0.0,0.0
198,6.0,19.0,0.0,0.0,0.0
199,6.0,18.0,0.0,0.0,0.0
200,6.0,17.0,0.0,0.0,0.0
201,6.0,16.0,0.0,0.0,0.0
202,6.0,15.0,0.0,0.0,0.0
203,6.0,14.0,0.0,0.0,0.0
204,6.0,13.0,0.0,0.0,0.0
205,6.0,12.0,0.0,0.0,0.0
206,6.0,11.0,0.0,0.0,0.0
207,6.0,10.0,0.0,0.0,0.0
208,6.0,9.0,0.0,0.0,0.0
209,6.0,8.0,0.0,0.0,0.0
210,6.0,7.0,0.0,0.0,0.0
211,6.0,6.0,0.0,0.0,0.0
212,6.0,5.0,0.0,0.0,0.0
213,6.0,4.0,0.0,0.0,0.0
214,6.0,3.0,0.0,0.0,0.0
215,6.0,2.0,0.0,0.0,0.0
216,6.0,1.0,0.0,0.0,0.0
217,7.0,31.0,0.0,0.0,0.0
218,7.0,30.0,0.0,0.0,0.0
219,7.0,29.0,0.0,0.0,0.0
220,7.0,28.0,0.0,0.0,0.0
221,7.0,27.0,0.0,0.0,0.0
222,7.0,26.0,0.0,0.0,0.0
223,7.0,25.0,0.0,0.0,0.0
224,7.0,24.0,0.0,0.0,0.0
225,7.0,23.0,0.0,0.0,0.0
226,7.0,22.0,0.0,0.0,0.0
227,7.0,21.0,0.0,0.0,0.0
228,7.0,20.0,0.0,0.0,0.0
229,7.0,19.0,0.0,0.0,0.0
230,7.0,18.0,0.0,0.0,0.0
231,7.0,17.0,0.0,0.0,0.0
232,7.0,16.0,0.0,0.0,0.0
233,7.0,15.0,0.0,0.0,0.0
234,7.0,14.0,0.0,0.0,0.0
235,7.0,13.0,0.0,0.0,0.0
236,7.0,12.0,0.0,0.0,0.0
237,7.0,11.0,0.0,0.0,0.0
238,7.0,10.0,0.0,0.0,0.0
239,7.0,9.0,0.0,0.0,0.0
240,7.0,8.0,0.0,0.0,0.0
241,7.0,7.0,0.0,0.0,0.0
242,7.0,6.0,0.0,0.0,0.0
243,7.0,5.0,0.0,0.0,0.0
244,7.0,4.0,0.0,0.0,0.0
245,7.0,3.0,0.0,0.0,0.0
246,7.0,2.0,0.0,0.0,0.0
247,7.0,1.0,0.0,0.0,0.0
248,8.0,31.0,0.0,0.0,0.0
249,8.0,30.0,0.0,0.0,0.0
250,8.0,29.0,0.0,0.0,0.0
251,8.0,28.0,0.0,0.0,0.0
252,8.0,27.0,0.0,0.0,0.0
253,8.0,26.0,0.0,0.0,0.0
254,8.0,25.0,0.0,0.0,0.0
255,8.0,24.0,0.0,0.0,0.0
256,8.0,23.0,0.0,0.0,0.0
257,8.0,22.0,0.0,0.0,0.0
258,8.0,21.0,0.0,0.0,0.0
259,8.0,20.0,0.0,0.0,0.0
260,8.0,19.0,0.0,0.0,0.0
261,8.0,18.0,0.0,0.0,0.0
262,8.0,17.0,0.0,0.0,0.0
263,8.0,16.0,0.0,0.0,0.0
264,8.0,15.0,0.0,0.0,0.0
265,8.0,14.0,0.0,0.0,0.0
266,8.0,13.0,0.0,0.0,0.0
267,8.0,12.0,0.0,0.0,0.0
268,8.0,11.0,0.0,0.0,0.0
269,8.0,10.0,0.0,0.0,0.0
270,8.0,9.0,0.0,0.0,0.0
271,8.0,8.0,0.0,0.0,0.0
272,8.0,7.0,0.0,0.0,0.0
273,8.0,6.0,0.0,0.0,0.0
274,8.0,5.0,0.0,0.0,0.0
275,8.0,4.0,0.0,0.0,0.0
276,8.0,3.0,0.0,0.0,0.0
277,8.0,2.0,0.0,0.0,0.0
278,8.0,1.0,0.0,0.0,0.0
279,9.0,31.0,0.0,0.0,0.0
280,9.0,30.0,0.0,0.0,0.0
281,9.0,29.0,0.0,0.0,0.0
282,9.0,28.0,0.0,0.0,0.0
283,9.0,27.0,0.0,0.0,0.0
284,9.0,26.0,0.0,0.0,0.0
285,9.0,25.0,0.0,0.0,0.0
286,9.0,24.0,0.0,0.0,0.0
287,9.0,23.0,0.0,0.0,0.0
288,9.0,22.0,0.0,0.0,0.0
289,9.0,21.0,0.0,0.0,0.0
290,9.0,20.0,0.0,0.0,0.0
291,9.0,19.0,0.0,0.0,0.0
292,9.0,18.0,0.0,0.0,0.0
293,9.0,17.0,0.0,0.0,0.0
294,9.0,16.0,0.0,0.0,0.0
295,9.0,15.0,0.0,0.0,0.0
296,9.0,14.0,0.0,0.0,0.0
297,9.0,13.0,0.0,0.0,0.0
298,9.0,12.0,0.0,0.0,0.0
299,9.0,11.0,0.0,0.0,0.0
300,9.0,10.0,0.0,0.0,0.0
301,9.0,9.0,0.0,0.0,0.0
302,9.0,8.0,0.0,0.0,0.0
303,9.0,7.0,0.0,0.0,0.0
304,9.0,6.0,0.0,0.0,0.0
305,9.0,5.0,0.0,0.0,0.0
306,9.0,4.0,0.0,0.0,0.0
307,9.0,3.0,0.0,0.0,0.0
308,9.0,2.0,0.0,0.0,0.0
309,9.0,1.0,0.0,0.0,0.0
310,10.0,31.0,0.0,0.0,0.0
311,10.0,30.0,0.0,0.0,0.0
312,10.0,29.0,0.0,0.0,0.0
313,10.0,28.0,0.0,0.0,0.0
314,10.0,27.0,0.0,0.0,0.0
315,10.0,26.0,0.0,0.0,0.0
316,10.0,25.0,0.0,0.0,0.0
317,10.0,24.0,0.0,0.0,0.0
318,10.0,23.0,0.0,0.0,0.0
319,10.0,22.0,0.0,0.0,0.0
320,10.0,21.0,0.0,0.0,0.0
321,10.0,20.0,0.0,0.0,0.0
322,10.0,19.0,0.0,0.0,0.0
323,10.0,18.0,0.0,0.0,0.0
324,10.0,17.0,0.0,0.0,0.0
325,10.0,16.0,0.0,0.0,0.0
326,10.0,15.0,0.0,0.0,0.0
327,10.0,14.0,0.0,0.0,0.0
328,10.0,13.0,0.0,0.0,0.0
329,10.0,12.0,0.0,0.0,0.0
330,10.0,11.0,0.0,0.0,0.0
331,10.0,10.0,0.0,0.0,0.0
332,10.0,9.0,0.0,0.0,0.0
333,10.0,8.0,0.0,0.0,0.0
334,10.0,7.0,0.0,0.0,0.0
335,10.0,6.0,0.0,0.0,0.0
336,10.0,5.0,0.0,0.0,0.0
337,10.0,4.0,0.0,0.0,0.0
338,10.0,3.0,0.0,0.0,0.0
339,10.0,2.0,0.0,0.0,0.0
340,10.0,1.0,0.0,0.0,0.0
341,11.0,31.0,0.0,0.0,0.0
342,11.0,30.0,0.0,0.0,0.0
343,11.0,29.0,0.0,0.0,0.0
344,11.0,28.0,0.0,0.0,0.0
345,11.0,27.0,0.0,0.0,0.0
346,11.0,26.0,0.0,0.0,0.0
347,11.0,25.0,0.0,0.0,0.0
348,11.0,24.0,0.0,0.0,0.0
349,11.0,23.0,0.0,0.0,0.0
350,11.0,22.0,0.0,0.0,0.0
351,11.0,21.0,0.0,0.0,0.0
352,11.0,20.0,0.0,0.0,0.0
353,11.0,19.0,0.0,0.0,0.0
354,11.0,18.0,0.0,0.0,0.0
355,11.0,17.0,0.0,0.0,0.0
356,11.0,16.0,0.0,0.0,0.0
357,11.0,15.0,0.0,0.0,0.0
358,11.0,14.0,0.0,0.0,0.0
359,11.0,13.0,0.0,0.0,0.0
360,11.0,12.0,0.0,0.0,0.0
361,11.0,11.0,0.0,0.0,0.0
362,11.0,10.0,0.0,0.0,0.0
363,11.0,9.0,0.0,0.0,0.0
364,11.0,8.0,0.0,0.0,0.0
365,11.0,7.0,0.0,0.0,0.0
366,11.0,6.0,0.0,0.0,0.0
367,11.0,5.0,0.0,0.0,0.0
368,11.0,4.0,0.0,0.0,0.0
369,11.0,3.0,0.0,0.0,0.0
370,11.0,2.0,0.0,0.0,0.0
371,11.0,1.0,0.0,0.0,0.0
372,12.0,31.0,0.0,0.0,0.0
373,12.0,30.0,0.0,0.0,0.0
374,12.0,29.0,0.0,0.0,0.0
375,12.0,28.0,0.0,0.0,0.0
376,12.0,27.0,0.0,0.0,0.0
377,12.0,26.0,0.0,0.0,0.0
378,12.0,25.0,0.0,0.0,0.0
379,12.0,24.0,0.0,0.0,0.0
380,12.0,23.0,0.0,0.0,0.0
381,12.0,22.0,0.0,0.0,0.0
382,12.0,21.0,0.0,0.0,0.0
383,12.0,20.0,0.0,0.0,0.0
384,12.0,19.0,0.0,0.0,0.0
385,12.0,18.0,0.0,0.0,0.0
386,12.0,17.0,0.0,0.0,0.0
387,12.0,16.0,0.0,0.0,0.0
388,12.0,15.0,0.0,0.0,0.0
389,12.0,14.0,0.0,0.0,0.0
390,12.0,13.0,0.0,0.0,0.0
391,12.0,12.0,0.0,0.0,0.0
392,12.0,11.0,0.0,0.0,0.0
393,12.0,10.0,0.0,0.0,0.0
394,12.0,9.0,0.0,0.0,0.0
395,12.0,8.0,0.0,0.0,0.0
396,12.0,7.0,0.0,0.0,0.0
397,12.0,6.0,0.0,0.0,0.0
398,12.0,5.0,0.0,0.0,0.0
399,12.0,4.0,0.0,0.0,0.0
400,12.0,3.0,0.0,0.0,0.0
401,12.0,2.0,0.0,0.0,0.0
402,12.0,1.0,0.0,0.0,0.0
403,13.0,31.0,0.0,0.0,0.0
404,13.0,30.0,0.0,0.0,0.0
405,13.0,29.0,0.0,0.0,0.0
406,13.0,28.0,0.0,0.0,0.0
407,13.0,27.0,0.0,0.0,0.0
408,13.0,26.0,0.0,0.0,0.0
409,13.0,25.0,0.0,0.0,0.0
410,13.0,24.0,0.0,0.0,0.0
411,13.0,23.0,0.0,0.0,0.0
412,13.0,22.0,0.0,0.0,0.0
413,13.0,21.0,0.0,0.0,0.0
414,13.0,20.0,0.0,0.0,0.0
415,13.0,19.0,0.0,0.0,0.0
416,13.0,18.0,0.0,0.0,0.0
417,13.0,17.0,0.0,0.0,0.0
418,13.0,16.0,0.0,0.0,0.0
419,13.0,15.0,0.0,0.0,0.0
420,13.0,14.0,0.0,0.0,0.0
421,13.0,13.0,0.0,0.0,0.0
422,13.0,12.0,0.0,0.0,0.0
423,13.0,11.0,0.0,0.0,0.0
424,13.0,10.0,0.0,0.0,0.0
425,13.0,9.0,0.0,0.0,0.0
426,13.0,8.0,0.0,0.0,0.0
427,13.0,7.0,0.0,0.0,0.0
428,13.0,6.0,0.0,0.0,0.0
429,13.0,5.0,0.0,0.0,0.0
430,13.0,4.0,0.0,0.0,0.0
431,13.0,3.0,0.0,0.0,0.0
432,13.0,2.0,0.0,0.0,0.0
433,13.0,1.0,0.0,0.0,0.0
434,14.0,31.0,0.0,0.0,0.0
435,14.0,30.0,0.0,0.0,0.0
436,14.0,29.0,0.0,0.0,0.0
437,14.0,28.0,0.0,0.0,0.0
438,14.0,27.0,0.0,0.0,0.0
439,14.0,26.0,0.0,0.0,0.0
440,14.0,25.0,0.0,0.0,0.0
441,14.0,24.0,0.0,0.0,0.0
442,14.0,23.0,0.0,0.0,0.0
443,14.0,22.0,0.0,0.0,0.0
444,14.0,21.0,0.0,0.0,0.0
445,14.0,20.0,0.0,0.0,0.0
446,14.0,19.0,0.0,0.0,0.0
447,14.0,18.0,0.0,0.0,0.0
448,14.0,17.0,0.0,0.0,0.0
449,14.0,16.0,0.0,0.0,0.0
450,14.0,15.0,0.0,0.0,0.0
451,14.0,14.0,0.0,0.0,0.0
452,14.0,13.0,0.0,0.0,0.0
453,14.0,12.0,0.0,0.0,0.0
454,14.0,11.0,0.0,0.0,0.0
455,14.0,10.0,0.0,0.0,0.0
456,14.0,9.0,0.0,0.0,0.0
457,14.0,8.0,0.0,0.0,0.0
458,14.0,7.0,0.0,0.0,0.0
459,14.0,6.0,0.0,0.0,0.0
460,14.0,5.0,0.0,0.0,0.0
461,14.0,4.0,0.0,0.0,0.0
462,14.0,3.0,0.0,0.0,0.0
463,14.0,2.0,0.0,0.0,0.0
464,14.0,1.0,0.0,0.0,0.0
465,15.0,31.0,0.0,0.0,0.0
466,15.0,30.0,0.0,0.0,0.0
467,15.0,29.0,0.0,0.0,0.0
468,15.0,28.0,0.0,0.0,0.0
469,15.0,27.0,0.0,0.0,0.0
470,15.0,26.0,0.0,0.0,0.0
471,15.0,25.0,0.0,0.0,0.0
472,15.0,24.0,0.0,0.0,0.0
473,15.0,23.0,0.0,0.0,0.0
474,15.0,22.0,0.0,0.0,0.0
475,15.0,21.0,0.0,0.0,0.0
476,15.0,20.0,0.0,0.0,0.0
477,15.0,19.0,0.0,0.0,0.0
478,15.0,18.0,0.0,0.0,0.0
479,15.0,17.0,0.0,0.0,0.0
480,15.0,16.0,0.0,0.0,0.0
481,15.0,15.0,0.0,0.0,0.0
482,15.0,14.0,0.0,0.0,0.0
483,15.0,13.0,0.0,0.0,0.0
484,15.0,12.0,0.0,0.0,0.0
485,15.0,11.0,0.0,0.0,0.0
486,15.0,10.0,0.0,0.0,0.0
487,15.0,9.0,0.0,0.0,0.0
488,15.0,8.0,0.0,0.0,0.0
489,15.0,7.0,0.0,0.0,0.0
490,15.0,6.0,0.0,0.0,0.0
491,15.0,5.0,0.0,0.0,0.0
492,15.0,4.0,0.0,0.0,0.0
493,15.0,3.0,0.0,0.0,0.0
494,15.0,2.0,0.0,0.0,0.0
495,15.0,1.0,0.0,0.0,0.0
496,16.0,31.0,0.0,0.0,0.0
497,16.0,30.0,0.0,0.0,0.0
498,16.0,29.0,0.0,0.0,0.0
499,16.0,28.0,0.0,0.0,0.0
500,16.0,27.0,0.0,0.0,0.0
501,16.0,26.0,0.0,0.0,0.0
502,16.0,25.0,0.0,0.0,0.0
503,16.0,24.0,0.0,0.0,0.0
504,16.0,23.0,0.0,0.0,0.0
505,16.0,22.0,0.0,0.0,0.0
506,16.0,21.0,0.0,0.0,0.0
507,16.0,20.0,0.0,0.0,0.0
508,16.0,19.0,0.0,0.0,0.0
509,16.0,18.0,0.0,0.0,0.0
510,16.0,17.0,0.0,0.0,0.0
511,16.0,16.0,0.0,0.0,0.0
512,16.0,15.0,0.0,0.0,0.0
513,16.0,14.0,0.0,0.0,0.0
514,16.0,13.0,0.0,0.0,0.0
515,16.0,12.0,0.0,0.0,0.0
516,16.0,11.0,0.0,0.0,0.0
517,16.0,10.0,0.0,0.0,0.0
518,16.0,9.0,0.0,0.0,0.0
519,16.0,8.0,0.0,0.0,0.0
520,16.0,7.0,0.0,0.0,0.0
521,16.0,6.0,0.0,0.0,0.0
522,16.0,5.0,0.0,0.0,0.0
523,16.0,4.0,0.0,0.0,0.0
524,16.0,3.0,0.0,0.0,0.0
525,16.0,2.0,0.0,0.0,0.0
526,16.0,1.0,0.0,0.0,0.0
527,17.0,31.0,0.0,0.0,0.0
528,17.0,30.0,0.0,0.0,0.0
529,17.0,29.0,0.0,0.0,0.0
530,17.0,28.0,0.0,0.0,0.0
531,17.0,27.0,0.0,0.0,0.0
532,17.0,26.0,0.0,0.0,0.0
533,17.0,25.0,0.0,0.0,0.0
534,17.0,24.0,0.0,0.0,0.0
535,17.0,23.0,0.0,0.0,0.0
536,17.0,22.0,0.0,0.0,0.0
537,17.0,21.0,0.0,0.0,0.0
538,17.0,20.0,0.0,0.0,0.0
539,17.0,19.0,0.0,0.0,0.0
540,17.0,18.0,0.0,0.0,0.0
541,17.0,17.0,0.0,0.0,0.0
542,17.0,16.0,0.0,0.0,0.0
543,17.0,15.0,0.0,0.0,0.0
544,17.0,14.0,0.0,0.0,0.0
545,17.0,13.0,0.0,0.0,0.0
546,17.0,12.0,0.0,0.0,0.0
547,17.0,11.0,0.0,0.0,0.0
548,17.0,10.0,0.0,0.0,0.0
549,17.0,9.0,0.0,0.0,0.0
550,17.0,8.0,0.0,0.0,0.0
551,17.0,7.0,0.0,0.0,0.0
552,17.0,6.0,0.0,0.0,0.0
553,17.0,5.0,0.0,0.0,0.0
554,17.0,4.0,0.0,0.0,0.0
555,17.0,3.0,0.0,0.0,0.0
556,17.0,2.0,0.0,0.0,0.0
557,17.0,1.0,0.0,0.0,0.0
558,18.0,31.0,0.0,0.0,0.0
559,18.0,30.0,0.0,0.0,0.0
560,18.0,29.0,0.0,0.0,0.0
561,18.0,28.0,0.0,0.0,0.0
562,18.0,27.0,0.0,0.0,0.0
563,18.0,26.0,0.0,0.0,0.0
564,18.0,25.0,0.0,0.0,0.0
565,18.0,24.0,0.0,0.0,0.0
566,18.0,23.0,0.0,0.0,0.0
567,18.0,22.0,0.0,0.0,0.0
568,18.0,21.0,0.0,0.0,0.0
569,18.0,20.0,0.0,0.0,0.0
570,18.0,19.0,0.0,0.0,0.0
571,18.0,18.0,0.0,0.0,0.0
572,18.0,17.0,0.0,0.0,0.0
573,18.0,16.0,0.0,0.0,0.0
574,18.0,15.0,0.0,0.0,0.0
575,18.0,14.0,0.0,0.0,0.0
576,18.0,13.0,0.0,0.0,0.0
577,18.0,12.0,0.0,0.0,0.0
578,18.0,11.0,0.0,0.0,0.0
579,18.0,10.0,0.0,0.0,0.0
580,18.0,9.0,0.0,0.0,0.0
581,18.0,8.0,0.0,0.0,0.0
582,18.0,7.0,0.0,0.0,0.0
583,18.0,6.0,0.0,0.0,0.0
584,18.0,5.0,0.0,0.0,0.0
585,18.0,4.0,0.0,0.0,0.0
586,18.0,3.0,0.0,0.0,0.0
587,18.0,2.0,0.0,0.0,0.0
588,18.0,1.0,0.0,0.0,0.0
589,19.0,31.0,0.0,0.0,0.0
590,19.0,30.0,0.0,0.0,0.0
591,19.0,29.0,0.0,0.0,0.0
592,19.0,28.0,0.0,0.0,0.0
593,19.0,27.0,0.0,0.0,0.0
594,19.0,26.0,0.0,0.0,0.0
595,19.0,25.0,0.0,0.0,0.0
596,19.0,24.0,0.0,0.0,0.0
597,19.0,23.0,0.0,0.0,0.0
598,19.0,22.0,0.0,0.0,0.0
599,19.0,21.0,0.0,0.0,0.0
600,19.0,20.0,0.0,0.0,0.0
601,19.0,19.0,0.0,0.0,0.0
602,19.0,18.0,0.0,0.0,0.0
603,19.0,17.0,0.0,0.0,0.0
604,19.0,16.0,0.0,0.0,0.0
605,19.0,15.0,0.0,0.0,0.0
606,19.0,14.0,0.0,0.0,0.0
607,19.0,13.0,0.0,0.0,0.0
608,19.0,12.0,0.0,0.0,0.0
609,19.0,11.0,0.0,0.0,0.0
610,19.0,10.0,0.0,0.0,0.0
611,19.0,9.0,0.0,0.0,0.0
612,19.0,8.0,0.0,0.0,0.0
613,19.0,7.0,0.0,0.0,0.0
614,19.0,6.0,0.0,0.0,0.0
615,19.0,5.0,0.0,0.0,0.0
616,19.0,4.0,0.0,0.0,0.0
617,19.0,3.0,0.0,0.0,0.0
618,19.0,2.0,0.0,0.0,0.0
619,19.0,1.0,0.0,0.0,0.0
620,20.0,31.0,0.0,0.0,0.0
621,20.0,30.0,0.0,0.0,0.0
622,20.0,29.0,0.0,0.0,0.0
623,20.0,28.0,0.0,0.0,0.0
624,20.0,27.0,0.0,0.0,0.0
625,20.0,26.0,0.0,0.0,0.0
626,20.0,25.0,0.0,0.0,0.0
627,20.0,24.0,0.0,0.0,0.0
628,20.0,23.0,0.0,0.0,0.0
629,20.0,22.0,0.0,0.0,0.0
630,20.0,21.0,0.0,0.0,0.0
631,20.0,20.0,0.0,0.0,0.0
632,20.0,19.0,0.0,0.0,0.0
633,20.0,18.0,0.0,0.0,0.0
634,20.0,17.0,0.0,0.0,0.0
